SNR,Power,OSR,Adc1_gm,GBW1,IIP3_Int1,Adc2_gm,GBW2,IIP3_Int2,IIP_FF
71.512,3.4922e-05,128,64.968,166540000.0,43.296,56.288,162840000.0,35.497,44.444
70.863,3.4922e-05,128,64.968,166540000.0,48.447,56.288,162840000.0,68.127,55.556
71.323,3.4922e-05,128,64.968,166540000.0,55.34,56.288,162840000.0,51.185,66.667
70.831,3.4922e-05,128,64.968,166540000.0,103.29,56.288,162840000.0,79.654,88.889
70.265,3.4922e-05,128,64.968,133630000.0,0.0,56.288,187490000.0,0.0,0.0
70.264,3.4922e-05,128,64.968,133630000.0,9.1732,56.288,187490000.0,11.588,11.111
70.826,3.4922e-05,128,64.968,133630000.0,43.296,56.288,187490000.0,35.497,44.444
70.116,3.4922e-05,128,64.968,133630000.0,90.067,56.288,187490000.0,94.457,77.778
70.178,3.4922e-05,128,64.968,133630000.0,103.29,56.288,187490000.0,79.654,88.889
70.748,5.2319e-05,128,64.968,218490000.0,0.0,56.288,196090000.0,0.0,0.0
70.066,5.2319e-05,128,64.968,218490000.0,9.1732,56.288,196090000.0,11.588,11.111
71.917,5.2319e-05,128,64.968,218490000.0,19.873,56.288,196090000.0,26.594,22.222
70.41,5.2319e-05,128,64.968,218490000.0,25.057,56.288,196090000.0,40.953,33.333
70.125,5.2319e-05,128,64.968,218490000.0,48.447,56.288,196090000.0,68.127,55.556
71.659,5.2319e-05,128,64.968,218490000.0,55.34,56.288,196090000.0,51.185,66.667
72.75,5.2319e-05,128,64.968,218490000.0,103.29,56.288,196090000.0,79.654,88.889
71.911,5.2319e-05,128,64.968,218490000.0,88.543,56.288,196090000.0,112.26,100.0
71.046,5.2319e-05,128,64.968,326870000.0,9.1732,56.288,306330000.0,11.588,11.111
71.021,5.2319e-05,128,64.968,326870000.0,19.873,56.288,306330000.0,26.594,22.222
72.418,5.2319e-05,128,64.968,326870000.0,25.057,56.288,306330000.0,40.953,33.333
70.288,5.2319e-05,128,64.968,326870000.0,43.296,56.288,306330000.0,35.497,44.444
70.595,5.2319e-05,128,64.968,326870000.0,48.447,56.288,306330000.0,68.127,55.556
71.635,5.2319e-05,128,64.968,326870000.0,55.34,56.288,306330000.0,51.185,66.667
71.776,5.2319e-05,128,64.968,326870000.0,90.067,56.288,306330000.0,94.457,77.778
72.152,5.2319e-05,128,64.968,326870000.0,103.29,56.288,306330000.0,79.654,88.889
72.496,5.2319e-05,128,64.968,326870000.0,88.543,56.288,306330000.0,112.26,100.0
70.512,5.2319e-05,128,64.968,447980000.0,0.0,56.288,408430000.0,0.0,0.0
71.889,5.2319e-05,128,64.968,447980000.0,9.1732,56.288,408430000.0,11.588,11.111
72.575,5.2319e-05,128,64.968,447980000.0,19.873,56.288,408430000.0,26.594,22.222
70.573,5.2319e-05,128,64.968,447980000.0,25.057,56.288,408430000.0,40.953,33.333
71.672,5.2319e-05,128,64.968,447980000.0,43.296,56.288,408430000.0,35.497,44.444
72.497,5.2319e-05,128,64.968,447980000.0,48.447,56.288,408430000.0,68.127,55.556
70.47,5.2319e-05,128,64.968,447980000.0,55.34,56.288,408430000.0,51.185,66.667
71.843,5.2319e-05,128,64.968,447980000.0,90.067,56.288,408430000.0,94.457,77.778
73.534,5.2319e-05,128,64.968,447980000.0,103.29,56.288,408430000.0,79.654,88.889
70.558,5.2319e-05,128,64.968,447980000.0,88.543,56.288,408430000.0,112.26,100.0
73.421,5.2319e-05,128,64.968,641160000.0,0.0,56.288,453000000.0,0.0,0.0
72.02,5.2319e-05,128,64.968,641160000.0,9.1732,56.288,453000000.0,11.588,11.111
70.478,5.2319e-05,128,64.968,641160000.0,19.873,56.288,453000000.0,26.594,22.222
71.335,5.2319e-05,128,64.968,641160000.0,25.057,56.288,453000000.0,40.953,33.333
71.157,5.2319e-05,128,64.968,641160000.0,43.296,56.288,453000000.0,35.497,44.444
72.094,5.2319e-05,128,64.968,641160000.0,48.447,56.288,453000000.0,68.127,55.556
71.635,5.2319e-05,128,64.968,641160000.0,55.34,56.288,453000000.0,51.185,66.667
72.157,5.2319e-05,128,64.968,641160000.0,90.067,56.288,453000000.0,94.457,77.778
71.641,5.2319e-05,128,64.968,641160000.0,103.29,56.288,453000000.0,79.654,88.889
71.982,5.2319e-05,128,64.968,641160000.0,88.543,56.288,453000000.0,112.26,100.0
70.399,6.451e-05,128,64.968,775210000.0,9.1732,56.288,763980000.0,11.588,11.111
71.358,6.451e-05,128,64.968,775210000.0,19.873,56.288,763980000.0,26.594,22.222
71.942,6.451e-05,128,64.968,775210000.0,25.057,56.288,763980000.0,40.953,33.333
70.954,6.451e-05,128,64.968,775210000.0,43.296,56.288,763980000.0,35.497,44.444
72.058,6.451e-05,128,64.968,775210000.0,48.447,56.288,763980000.0,68.127,55.556
74.333,6.451e-05,128,64.968,775210000.0,55.34,56.288,763980000.0,51.185,66.667
72.446,6.451e-05,128,64.968,775210000.0,90.067,56.288,763980000.0,94.457,77.778
72.151,6.451e-05,128,64.968,775210000.0,103.29,56.288,763980000.0,79.654,88.889
72.899,6.451e-05,128,64.968,775210000.0,88.543,56.288,763980000.0,112.26,100.0
75.679,6.451e-05,128,64.968,791380000.0,0.0,56.288,1035500000.0,0.0,0.0
72.402,6.451e-05,128,64.968,791380000.0,9.1732,56.288,1035500000.0,11.588,11.111
74.102,6.451e-05,128,64.968,791380000.0,19.873,56.288,1035500000.0,26.594,22.222
76.18,6.451e-05,128,64.968,791380000.0,25.057,56.288,1035500000.0,40.953,33.333
73.41,6.451e-05,128,64.968,791380000.0,43.296,56.288,1035500000.0,35.497,44.444
73.283,6.451e-05,128,64.968,791380000.0,48.447,56.288,1035500000.0,68.127,55.556
72.813,6.451e-05,128,64.968,791380000.0,55.34,56.288,1035500000.0,51.185,66.667
72.285,6.451e-05,128,64.968,791380000.0,90.067,56.288,1035500000.0,94.457,77.778
71.911,6.451e-05,128,64.968,791380000.0,103.29,56.288,1035500000.0,79.654,88.889
74.847,6.451e-05,128,64.968,791380000.0,88.543,56.288,1035500000.0,112.26,100.0
73.084,6.451e-05,128,82.273,832610.0,0.0,99.367,968270.0,0.0,0.0
73.184,6.451e-05,128,82.273,832610.0,9.1732,99.367,968270.0,11.588,11.111
72.942,6.451e-05,128,82.273,832610.0,19.873,99.367,968270.0,26.594,22.222
72.881,6.451e-05,128,82.273,832610.0,25.057,99.367,968270.0,40.953,33.333
73.029,6.451e-05,128,82.273,832610.0,43.296,99.367,968270.0,35.497,44.444
74.334,6.451e-05,128,82.273,832610.0,48.447,99.367,968270.0,68.127,55.556
71.557,6.451e-05,128,82.273,832610.0,55.34,99.367,968270.0,51.185,66.667
72.705,6.451e-05,128,82.273,832610.0,90.067,99.367,968270.0,94.457,77.778
73.739,6.451e-05,128,82.273,832610.0,103.29,99.367,968270.0,79.654,88.889
73.111,6.451e-05,128,82.273,832610.0,88.543,99.367,968270.0,112.26,100.0
72.2,6.451e-05,128,82.273,1619400.0,0.0,99.367,1007700.0,0.0,0.0
72.911,6.451e-05,128,82.273,1619400.0,9.1732,99.367,1007700.0,11.588,11.111
72.446,6.451e-05,128,82.273,1619400.0,19.873,99.367,1007700.0,26.594,22.222
72.517,6.451e-05,128,82.273,1619400.0,25.057,99.367,1007700.0,40.953,33.333
74.199,6.451e-05,128,82.273,1619400.0,43.296,99.367,1007700.0,35.497,44.444
71.787,6.451e-05,128,82.273,1619400.0,48.447,99.367,1007700.0,68.127,55.556
71.328,6.451e-05,128,82.273,1619400.0,55.34,99.367,1007700.0,51.185,66.667
72.79,6.451e-05,128,82.273,1619400.0,90.067,99.367,1007700.0,94.457,77.778
74.232,6.451e-05,128,82.273,1619400.0,103.29,99.367,1007700.0,79.654,88.889
73.778,6.451e-05,128,82.273,1619400.0,88.543,99.367,1007700.0,112.26,100.0
73.188,8.4164e-05,128,82.273,1624000.0,0.0,99.367,1456600.0,0.0,0.0
72.403,8.4164e-05,128,82.273,1624000.0,9.1732,99.367,1456600.0,11.588,11.111
73.559,8.4164e-05,128,82.273,1624000.0,19.873,99.367,1456600.0,26.594,22.222
75.269,8.4164e-05,128,82.273,1624000.0,25.057,99.367,1456600.0,40.953,33.333
74.68,8.4164e-05,128,82.273,1624000.0,43.296,99.367,1456600.0,35.497,44.444
75.879,8.4164e-05,128,82.273,1624000.0,48.447,99.367,1456600.0,68.127,55.556
74.612,8.4164e-05,128,82.273,1624000.0,55.34,99.367,1456600.0,51.185,66.667
75.511,8.4164e-05,128,82.273,1624000.0,90.067,99.367,1456600.0,94.457,77.778
75.488,8.4164e-05,128,82.273,1624000.0,103.29,99.367,1456600.0,79.654,88.889
75.818,8.4164e-05,128,82.273,1624000.0,88.543,99.367,1456600.0,112.26,100.0
77.68,8.4164e-05,128,82.273,2783100.0,0.0,99.367,1862600.0,0.0,0.0
76.189,8.4164e-05,128,82.273,2783100.0,9.1732,99.367,1862600.0,11.588,11.111
75.284,8.4164e-05,128,82.273,2783100.0,19.873,99.367,1862600.0,26.594,22.222
77.097,8.4164e-05,128,82.273,2783100.0,25.057,99.367,1862600.0,40.953,33.333
75.435,8.4164e-05,128,82.273,2783100.0,43.296,99.367,1862600.0,35.497,44.444
77.042,8.4164e-05,128,82.273,2783100.0,48.447,99.367,1862600.0,68.127,55.556
77.88,8.4164e-05,128,82.273,2783100.0,55.34,99.367,1862600.0,51.185,66.667
76.968,8.4164e-05,128,82.273,2783100.0,90.067,99.367,1862600.0,94.457,77.778
76.521,8.4164e-05,128,82.273,2783100.0,103.29,99.367,1862600.0,79.654,88.889
76.628,8.4164e-05,128,82.273,2783100.0,88.543,99.367,1862600.0,112.26,100.0
75.464,8.4164e-05,128,82.273,3779100.0,0.0,99.367,3579300.0,0.0,0.0
76.186,8.4164e-05,128,82.273,3779100.0,9.1732,99.367,3579300.0,11.588,11.111
76.084,8.4164e-05,128,82.273,3779100.0,19.873,99.367,3579300.0,26.594,22.222
75.698,8.4164e-05,128,82.273,3779100.0,25.057,99.367,3579300.0,40.953,33.333
74.337,8.4164e-05,128,82.273,3779100.0,43.296,99.367,3579300.0,35.497,44.444
77.137,8.4164e-05,128,82.273,3779100.0,48.447,99.367,3579300.0,68.127,55.556
75.146,8.4164e-05,128,82.273,3779100.0,55.34,99.367,3579300.0,51.185,66.667
76.537,8.4164e-05,128,82.273,3779100.0,90.067,99.367,3579300.0,94.457,77.778
76.007,8.4164e-05,128,82.273,3779100.0,103.29,99.367,3579300.0,79.654,88.889
77.588,8.4164e-05,128,82.273,3779100.0,88.543,99.367,3579300.0,112.26,100.0
77.704,8.4164e-05,128,82.273,3285100.0,0.0,99.367,4552600.0,0.0,0.0
76.672,8.4164e-05,128,82.273,3285100.0,9.1732,99.367,4552600.0,11.588,11.111
75.93,8.4164e-05,128,82.273,3285100.0,19.873,99.367,4552600.0,26.594,22.222
74.913,8.4164e-05,128,82.273,3285100.0,25.057,99.367,4552600.0,40.953,33.333
74.726,8.4164e-05,128,82.273,3285100.0,43.296,99.367,4552600.0,35.497,44.444
75.302,8.4164e-05,128,82.273,3285100.0,48.447,99.367,4552600.0,68.127,55.556
75.428,8.4164e-05,128,82.273,3285100.0,55.34,99.367,4552600.0,51.185,66.667
78.042,8.4164e-05,128,82.273,3285100.0,90.067,99.367,4552600.0,94.457,77.778
77.856,8.4164e-05,128,82.273,3285100.0,103.29,99.367,4552600.0,79.654,88.889
75.231,8.4164e-05,128,82.273,3285100.0,88.543,99.367,4552600.0,112.26,100.0
73.949,9.9767e-05,128,82.273,6555700.0,0.0,99.367,4879300.0,0.0,0.0
76.8,9.9767e-05,128,82.273,6555700.0,9.1732,99.367,4879300.0,11.588,11.111
76.142,9.9767e-05,128,82.273,6555700.0,19.873,99.367,4879300.0,26.594,22.222
76.923,9.9767e-05,128,82.273,6555700.0,25.057,99.367,4879300.0,40.953,33.333
75.173,9.9767e-05,128,82.273,6555700.0,43.296,99.367,4879300.0,35.497,44.444
75.676,9.9767e-05,128,82.273,6555700.0,48.447,99.367,4879300.0,68.127,55.556
77.679,9.9767e-05,128,82.273,6555700.0,55.34,99.367,4879300.0,51.185,66.667
75.951,9.9767e-05,128,82.273,6555700.0,90.067,99.367,4879300.0,94.457,77.778
77.541,9.9767e-05,128,82.273,6555700.0,103.29,99.367,4879300.0,79.654,88.889
77.106,9.9767e-05,128,82.273,6555700.0,88.543,99.367,4879300.0,112.26,100.0
79.293,9.9767e-05,128,82.273,6078100.0,0.0,99.367,6267200.0,0.0,0.0
76.857,9.9767e-05,128,82.273,6078100.0,9.1732,99.367,6267200.0,11.588,11.111
77.035,9.9767e-05,128,82.273,6078100.0,19.873,99.367,6267200.0,26.594,22.222
78.899,9.9767e-05,128,82.273,6078100.0,25.057,99.367,6267200.0,40.953,33.333
76.537,9.9767e-05,128,82.273,6078100.0,43.296,99.367,6267200.0,35.497,44.444
78.721,9.9767e-05,128,82.273,6078100.0,48.447,99.367,6267200.0,68.127,55.556
77.975,9.9767e-05,128,82.273,6078100.0,55.34,99.367,6267200.0,51.185,66.667
79.444,9.9767e-05,128,82.273,6078100.0,90.067,99.367,6267200.0,94.457,77.778
78.752,9.9767e-05,128,82.273,6078100.0,103.29,99.367,6267200.0,79.654,88.889
79.486,9.9767e-05,128,82.273,6078100.0,88.543,99.367,6267200.0,112.26,100.0
79.437,9.9767e-05,128,82.273,7553200.0,0.0,99.367,8363300.0,0.0,0.0
78.618,9.9767e-05,128,82.273,7553200.0,9.1732,99.367,8363300.0,11.588,11.111
79.287,9.9767e-05,128,82.273,7553200.0,19.873,99.367,8363300.0,26.594,22.222
78.57,9.9767e-05,128,82.273,7553200.0,25.057,99.367,8363300.0,40.953,33.333
79.137,9.9767e-05,128,82.273,7553200.0,43.296,99.367,8363300.0,35.497,44.444
79.317,9.9767e-05,128,82.273,7553200.0,48.447,99.367,8363300.0,68.127,55.556
79.203,9.9767e-05,128,82.273,7553200.0,55.34,99.367,8363300.0,51.185,66.667
78.443,9.9767e-05,128,82.273,7553200.0,90.067,99.367,8363300.0,94.457,77.778
78.273,9.9767e-05,128,82.273,7553200.0,103.29,99.367,8363300.0,79.654,88.889
77.541,9.9767e-05,128,82.273,7553200.0,88.543,99.367,8363300.0,112.26,100.0
79.734,9.9767e-05,128,82.273,14271000.0,0.0,99.367,13222000.0,0.0,0.0
78.518,9.9767e-05,128,82.273,14271000.0,9.1732,99.367,13222000.0,11.588,11.111
78.387,9.9767e-05,128,82.273,14271000.0,19.873,99.367,13222000.0,26.594,22.222
77.86,9.9767e-05,128,82.273,14271000.0,25.057,99.367,13222000.0,40.953,33.333
76.724,9.9767e-05,128,82.273,14271000.0,43.296,99.367,13222000.0,35.497,44.444
77.963,9.9767e-05,128,82.273,14271000.0,48.447,99.367,13222000.0,68.127,55.556
77.77,9.9767e-05,128,82.273,14271000.0,55.34,99.367,13222000.0,51.185,66.667
77.134,9.9767e-05,128,82.273,14271000.0,90.067,99.367,13222000.0,94.457,77.778
80.713,9.9767e-05,128,82.273,14271000.0,103.29,99.367,13222000.0,79.654,88.889
77.565,9.9767e-05,128,82.273,14271000.0,88.543,99.367,13222000.0,112.26,100.0
73.457,0.00014963,128,82.273,18298000.0,0.0,99.367,16624000.0,0.0,0.0
75.957,0.00014963,128,82.273,18298000.0,9.1732,99.367,16624000.0,11.588,11.111
76.757,0.00014963,128,82.273,18298000.0,19.873,99.367,16624000.0,26.594,22.222
77.994,0.00014963,128,82.273,18298000.0,25.057,99.367,16624000.0,40.953,33.333
76.42,0.00014963,128,82.273,18298000.0,43.296,99.367,16624000.0,35.497,44.444
77.192,0.00014963,128,82.273,18298000.0,48.447,99.367,16624000.0,68.127,55.556
78.659,0.00014963,128,82.273,18298000.0,55.34,99.367,16624000.0,51.185,66.667
77.997,0.00014963,128,82.273,18298000.0,90.067,99.367,16624000.0,94.457,77.778
78.394,0.00014963,128,82.273,18298000.0,103.29,99.367,16624000.0,79.654,88.889
78.721,0.00014963,128,82.273,18298000.0,88.543,99.367,16624000.0,112.26,100.0
78.717,0.00014963,128,82.273,28765000.0,0.0,99.367,23553000.0,0.0,0.0
77.425,0.00014963,128,82.273,28765000.0,9.1732,99.367,23553000.0,11.588,11.111
78.97,0.00014963,128,82.273,28765000.0,19.873,99.367,23553000.0,26.594,22.222
79.595,0.00014963,128,82.273,28765000.0,25.057,99.367,23553000.0,40.953,33.333
79.879,0.00014963,128,82.273,28765000.0,43.296,99.367,23553000.0,35.497,44.444
81.085,0.00014963,128,82.273,28765000.0,48.447,99.367,23553000.0,68.127,55.556
78.946,0.00014963,128,82.273,28765000.0,55.34,99.367,23553000.0,51.185,66.667
79.224,0.00014963,128,82.273,28765000.0,90.067,99.367,23553000.0,94.457,77.778
79.707,0.00014963,128,82.273,28765000.0,103.29,99.367,23553000.0,79.654,88.889
79.249,0.00014963,128,82.273,28765000.0,88.543,99.367,23553000.0,112.26,100.0
80.03,0.00014963,128,82.273,29188000.0,0.0,99.367,35323000.0,0.0,0.0
80.344,0.00014963,128,82.273,29188000.0,9.1732,99.367,35323000.0,11.588,11.111
79.375,0.00014963,128,82.273,29188000.0,19.873,99.367,35323000.0,26.594,22.222
80.066,0.00014963,128,82.273,29188000.0,25.057,99.367,35323000.0,40.953,33.333
79.328,0.00014963,128,82.273,29188000.0,43.296,99.367,35323000.0,35.497,44.444
79.518,0.00014963,128,82.273,29188000.0,48.447,99.367,35323000.0,68.127,55.556
79.136,0.00014963,128,82.273,29188000.0,55.34,99.367,35323000.0,51.185,66.667
80.791,0.00014963,128,82.273,29188000.0,90.067,99.367,35323000.0,94.457,77.778
78.025,0.00014963,128,82.273,29188000.0,103.29,99.367,35323000.0,79.654,88.889
78.638,0.00014963,128,82.273,29188000.0,88.543,99.367,35323000.0,112.26,100.0
79.647,0.00014963,128,82.273,46101000.0,0.0,99.367,38063000.0,0.0,0.0
80.971,0.00014963,128,82.273,46101000.0,9.1732,99.367,38063000.0,11.588,11.111
78.587,0.00014963,128,82.273,46101000.0,19.873,99.367,38063000.0,26.594,22.222
80.061,0.00014963,128,82.273,46101000.0,25.057,99.367,38063000.0,40.953,33.333
80.021,0.00014963,128,82.273,46101000.0,43.296,99.367,38063000.0,35.497,44.444
78.702,0.00014963,128,82.273,46101000.0,48.447,99.367,38063000.0,68.127,55.556
80.276,0.00014963,128,82.273,46101000.0,55.34,99.367,38063000.0,51.185,66.667
79.596,0.00014963,128,82.273,46101000.0,90.067,99.367,38063000.0,94.457,77.778
78.927,0.00014963,128,82.273,46101000.0,103.29,99.367,38063000.0,79.654,88.889
79.711,0.00014963,128,82.273,46101000.0,88.543,99.367,38063000.0,112.26,100.0
72.218,0.00020824,128,82.273,44246000.0,0.0,99.367,55520000.0,0.0,0.0
73.758,0.00020824,128,82.273,44246000.0,9.1732,99.367,55520000.0,11.588,11.111
76.105,0.00020824,128,82.273,44246000.0,19.873,99.367,55520000.0,26.594,22.222
75.914,0.00020824,128,82.273,44246000.0,25.057,99.367,55520000.0,40.953,33.333
74.577,0.00020824,128,82.273,44246000.0,43.296,99.367,55520000.0,35.497,44.444
78.692,0.00020824,128,82.273,44246000.0,48.447,99.367,55520000.0,68.127,55.556
77.505,0.00020824,128,82.273,44246000.0,55.34,99.367,55520000.0,51.185,66.667
77.35,0.00020824,128,82.273,44246000.0,90.067,99.367,55520000.0,94.457,77.778
77.657,0.00020824,128,82.273,44246000.0,103.29,99.367,55520000.0,79.654,88.889
77.542,0.00020824,128,82.273,44246000.0,88.543,99.367,55520000.0,112.26,100.0
79.155,0.00020824,128,82.273,74892000.0,0.0,99.367,74736000.0,0.0,0.0
80.005,0.00020824,128,82.273,74892000.0,9.1732,99.367,74736000.0,11.588,11.111
80.546,0.00020824,128,82.273,74892000.0,19.873,99.367,74736000.0,26.594,22.222
78.701,0.00020824,128,82.273,74892000.0,25.057,99.367,74736000.0,40.953,33.333
80.068,0.00020824,128,82.273,74892000.0,43.296,99.367,74736000.0,35.497,44.444
79.398,0.00020824,128,82.273,74892000.0,48.447,99.367,74736000.0,68.127,55.556
79.347,0.00020824,128,82.273,74892000.0,55.34,99.367,74736000.0,51.185,66.667
77.473,0.00020824,128,82.273,74892000.0,90.067,99.367,74736000.0,94.457,77.778
80.379,0.00020824,128,82.273,74892000.0,103.29,99.367,74736000.0,79.654,88.889
79.102,0.00020824,128,82.273,74892000.0,88.543,99.367,74736000.0,112.26,100.0
79.02,0.00020824,128,82.273,124430000.0,0.0,99.367,83815000.0,0.0,0.0
79.789,0.00020824,128,82.273,124430000.0,9.1732,99.367,83815000.0,11.588,11.111
80.261,0.00020824,128,82.273,124430000.0,19.873,99.367,83815000.0,26.594,22.222
80.57,0.00020824,128,82.273,124430000.0,25.057,99.367,83815000.0,40.953,33.333
81.65,0.00020824,128,82.273,124430000.0,43.296,99.367,83815000.0,35.497,44.444
80.8,0.00020824,128,82.273,124430000.0,48.447,99.367,83815000.0,68.127,55.556
80.014,0.00020824,128,82.273,124430000.0,55.34,99.367,83815000.0,51.185,66.667
80.03,0.00020824,128,82.273,124430000.0,90.067,99.367,83815000.0,94.457,77.778
81.854,0.00020824,128,82.273,124430000.0,103.29,99.367,83815000.0,79.654,88.889
80.598,0.00020824,128,82.273,124430000.0,88.543,99.367,83815000.0,112.26,100.0
79.315,0.00020824,128,82.273,166540000.0,0.0,99.367,162840000.0,0.0,0.0
81.441,0.00020824,128,82.273,166540000.0,9.1732,99.367,162840000.0,11.588,11.111
81.166,0.00020824,128,82.273,166540000.0,19.873,99.367,162840000.0,26.594,22.222
79.602,0.00020824,128,82.273,166540000.0,25.057,99.367,162840000.0,40.953,33.333
79.506,0.00020824,128,82.273,166540000.0,43.296,99.367,162840000.0,35.497,44.444
79.734,0.00020824,128,82.273,166540000.0,48.447,99.367,162840000.0,68.127,55.556
79.606,0.00020824,128,82.273,166540000.0,55.34,99.367,162840000.0,51.185,66.667
80.596,0.00020824,128,82.273,166540000.0,90.067,99.367,162840000.0,94.457,77.778
78.501,0.00020824,128,82.273,166540000.0,103.29,99.367,162840000.0,79.654,88.889
79.27,0.00020824,128,82.273,166540000.0,88.543,99.367,162840000.0,112.26,100.0
73.673,0.00032939,128,82.273,133630000.0,0.0,99.367,187490000.0,0.0,0.0
74.966,0.00032939,128,82.273,133630000.0,9.1732,99.367,187490000.0,11.588,11.111
75.763,0.00032939,128,82.273,133630000.0,19.873,99.367,187490000.0,26.594,22.222
77.772,0.00032939,128,82.273,133630000.0,25.057,99.367,187490000.0,40.953,33.333
78.338,0.00032939,128,82.273,133630000.0,43.296,99.367,187490000.0,35.497,44.444
76.735,0.00032939,128,82.273,133630000.0,48.447,99.367,187490000.0,68.127,55.556
76.824,0.00032939,128,82.273,133630000.0,55.34,99.367,187490000.0,51.185,66.667
77.275,0.00032939,128,82.273,133630000.0,90.067,99.367,187490000.0,94.457,77.778
80.99,0.00032939,128,82.273,133630000.0,103.29,99.367,187490000.0,79.654,88.889
82.357,0.00032939,128,82.273,133630000.0,88.543,99.367,187490000.0,112.26,100.0
79.203,0.00032939,128,82.273,218490000.0,0.0,99.367,196090000.0,0.0,0.0
79.384,0.00032939,128,82.273,218490000.0,9.1732,99.367,196090000.0,11.588,11.111
80.271,0.00032939,128,82.273,218490000.0,19.873,99.367,196090000.0,26.594,22.222
79.133,0.00032939,128,82.273,218490000.0,25.057,99.367,196090000.0,40.953,33.333
80.829,0.00032939,128,82.273,218490000.0,43.296,99.367,196090000.0,35.497,44.444
80.311,0.00032939,128,82.273,218490000.0,48.447,99.367,196090000.0,68.127,55.556
81.595,0.00032939,128,82.273,218490000.0,55.34,99.367,196090000.0,51.185,66.667
79.761,0.00032939,128,82.273,218490000.0,90.067,99.367,196090000.0,94.457,77.778
80.588,0.00032939,128,82.273,218490000.0,103.29,99.367,196090000.0,79.654,88.889
80.903,0.00032939,128,82.273,218490000.0,88.543,99.367,196090000.0,112.26,100.0
80.194,0.00032939,128,82.273,326870000.0,0.0,99.367,306330000.0,0.0,0.0
80.022,0.00032939,128,82.273,326870000.0,9.1732,99.367,306330000.0,11.588,11.111
80.622,0.00032939,128,82.273,326870000.0,19.873,99.367,306330000.0,26.594,22.222
80.383,0.00032939,128,82.273,326870000.0,25.057,99.367,306330000.0,40.953,33.333
80.546,0.00032939,128,82.273,326870000.0,43.296,99.367,306330000.0,35.497,44.444
79.858,0.00032939,128,82.273,326870000.0,48.447,99.367,306330000.0,68.127,55.556
81.08,0.00032939,128,82.273,326870000.0,55.34,99.367,306330000.0,51.185,66.667
82.129,0.00032939,128,82.273,326870000.0,90.067,99.367,306330000.0,94.457,77.778
80.687,0.00032939,128,82.273,326870000.0,103.29,99.367,306330000.0,79.654,88.889
80.141,0.00032939,128,82.273,326870000.0,88.543,99.367,306330000.0,112.26,100.0
81.642,0.00032939,128,82.273,447980000.0,0.0,99.367,408430000.0,0.0,0.0
80.488,0.00032939,128,82.273,447980000.0,9.1732,99.367,408430000.0,11.588,11.111
80.916,0.00032939,128,82.273,447980000.0,19.873,99.367,408430000.0,26.594,22.222
83.49,0.00032939,128,82.273,447980000.0,25.057,99.367,408430000.0,40.953,33.333
80.678,0.00032939,128,82.273,447980000.0,43.296,99.367,408430000.0,35.497,44.444
82.003,0.00032939,128,82.273,447980000.0,48.447,99.367,408430000.0,68.127,55.556
79.844,0.00032939,128,82.273,447980000.0,55.34,99.367,408430000.0,51.185,66.667
81.77,0.00032939,128,82.273,447980000.0,90.067,99.367,408430000.0,94.457,77.778
81.317,0.00032939,128,82.273,447980000.0,103.29,99.367,408430000.0,79.654,88.889
80.09,0.00032939,128,82.273,447980000.0,88.543,99.367,408430000.0,112.26,100.0
77.625,0.00032112,128,82.273,641160000.0,0.0,99.367,453000000.0,0.0,0.0
77.209,0.00032112,128,82.273,641160000.0,9.1732,99.367,453000000.0,11.588,11.111
75.241,0.00032112,128,82.273,641160000.0,19.873,99.367,453000000.0,26.594,22.222
79.683,0.00032112,128,82.273,641160000.0,25.057,99.367,453000000.0,40.953,33.333
77.356,0.00032112,128,82.273,641160000.0,43.296,99.367,453000000.0,35.497,44.444
80.474,0.00032112,128,82.273,641160000.0,48.447,99.367,453000000.0,68.127,55.556
80.586,0.00032112,128,82.273,641160000.0,55.34,99.367,453000000.0,51.185,66.667
80.482,0.00032112,128,82.273,641160000.0,90.067,99.367,453000000.0,94.457,77.778
83.334,0.00032112,128,82.273,641160000.0,103.29,99.367,453000000.0,79.654,88.889
80.266,0.00032112,128,82.273,641160000.0,88.543,99.367,453000000.0,112.26,100.0
82.802,0.00032112,128,82.273,775210000.0,0.0,99.367,763980000.0,0.0,0.0
81.381,0.00032112,128,82.273,775210000.0,9.1732,99.367,763980000.0,11.588,11.111
85.676,0.00032112,128,82.273,775210000.0,19.873,99.367,763980000.0,26.594,22.222
82.095,0.00032112,128,82.273,775210000.0,25.057,99.367,763980000.0,40.953,33.333
84.039,0.00032112,128,82.273,775210000.0,43.296,99.367,763980000.0,35.497,44.444
82.916,0.00032112,128,82.273,775210000.0,48.447,99.367,763980000.0,68.127,55.556
80.943,0.00032112,128,82.273,775210000.0,55.34,99.367,763980000.0,51.185,66.667
83.734,0.00032112,128,82.273,775210000.0,90.067,99.367,763980000.0,94.457,77.778
85.659,0.00032112,128,82.273,775210000.0,103.29,99.367,763980000.0,79.654,88.889
84.359,0.00032112,128,82.273,775210000.0,88.543,99.367,763980000.0,112.26,100.0
83.768,0.00032112,128,82.273,791380000.0,0.0,99.367,1035500000.0,0.0,0.0
83.58,0.00032112,128,82.273,791380000.0,9.1732,99.367,1035500000.0,11.588,11.111
84.908,0.00032112,128,82.273,791380000.0,19.873,99.367,1035500000.0,26.594,22.222
83.685,0.00032112,128,82.273,791380000.0,25.057,99.367,1035500000.0,40.953,33.333
